temperature,batch_id,id,timestamp,hour
26.81,8370,1,2021-07-01T05:20:48,57.58666666666666
27.06,8379,1,2021-07-01T06:05:48,58.33666666666666
26.81,8388,1,2021-07-01T06:50:48,59.08666666666666
26.94,8397,1,2021-07-01T07:35:48,59.83666666666666
27,8406,1,2021-07-01T08:20:48,60.58666666666666
27.19,8415,1,2021-07-01T09:05:48,61.33666666666666
26.87,8424,1,2021-07-01T09:50:48,62.08666666666666
26.94,8433,1,2021-07-01T10:35:48,62.83666666666666
26.87,8442,1,2021-07-01T11:20:48,63.58666666666666
27,8451,1,2021-07-01T12:05:48,64.33666666666666
26.81,8460,1,2021-07-01T12:50:48,65.08666666666666
27.06,8469,1,2021-07-01T13:35:48,65.83666666666666
26.94,8478,1,2021-07-01T14:20:48,66.58666666666666
27.19,8487,1,2021-07-01T15:05:48,67.33666666666666
27,8496,1,2021-07-01T15:50:48,68.08666666666666
27.19,8505,1,2021-07-01T16:35:48,68.83666666666666
27.12,8514,1,2021-07-01T17:20:48,69.58666666666666
27.12,8523,1,2021-07-01T18:05:48,70.33666666666666
27.19,8532,1,2021-07-01T18:50:48,71.08666666666666
27.19,8541,1,2021-07-01T19:35:48,71.83666666666666
27.06,8550,1,2021-07-01T20:20:48,72.58666666666666
26.87,8559,1,2021-07-01T21:05:48,73.33666666666666
26.94,8568,1,2021-07-01T21:50:48,74.08666666666666
27.19,8577,1,2021-07-01T22:35:48,74.83666666666666
26.94,8586,1,2021-07-01T23:20:48,75.58666666666666
27.25,8595,1,2021-07-02T00:05:48,76.33666666666666
27.19,8604,1,2021-07-02T00:50:48,77.08666666666666
27.25,8613,1,2021-07-02T01:35:48,77.83666666666666
27,8622,1,2021-07-02T02:20:48,78.58666666666666
27.19,8631,1,2021-07-02T03:05:48,79.33666666666666
26.81,8640,1,2021-07-02T03:50:48,80.08666666666666
26.94,8649,1,2021-07-02T04:35:48,80.83666666666666
27.12,8658,1,2021-07-02T05:20:48,81.58666666666666
27.37,8667,1,2021-07-02T06:05:48,82.33666666666666
27,8676,1,2021-07-02T06:50:48,83.08666666666666
26.62,8685,1,2021-07-02T07:35:48,83.83666666666666
27,8694,1,2021-07-02T08:20:48,84.58666666666666
26.75,8703,1,2021-07-02T09:05:48,85.33666666666666
26.81,8712,1,2021-07-02T09:50:48,86.08666666666666
27,8721,1,2021-07-02T10:35:48,86.83666666666666
27.12,8730,1,2021-07-02T11:20:48,87.58666666666666
27.06,8739,1,2021-07-02T12:05:48,88.33666666666666
26.81,8748,1,2021-07-02T12:50:48,89.08666666666666
26.87,8757,1,2021-07-02T13:35:48,89.83666666666666
26.94,8766,1,2021-07-02T14:20:48,90.58666666666666
27.37,8775,1,2021-07-02T15:05:48,91.33666666666666
27.31,8784,1,2021-07-02T15:50:48,92.08666666666666
27.12,8793,1,2021-07-02T16:35:48,92.83666666666666
26.69,8802,1,2021-07-02T17:20:48,93.58666666666666
26.87,8811,1,2021-07-02T18:05:48,94.33666666666666
27,8820,1,2021-07-02T18:50:48,95.08666666666666
27.31,8829,1,2021-07-02T19:35:48,95.83666666666666
27,8838,1,2021-07-02T20:20:48,96.58666666666666
27.12,8847,1,2021-07-02T21:05:48,97.33666666666666
27,8856,1,2021-07-02T21:50:48,98.08666666666666
26.75,8865,1,2021-07-02T22:35:48,98.83666666666666
26.94,8874,1,2021-07-02T23:20:48,99.58666666666666
27.37,8883,1,2021-07-03T00:05:48,100.33666666666666
27.06,8892,1,2021-07-03T00:50:48,101.08666666666666
26.75,8901,1,2021-07-03T01:35:48,101.83666666666666
26.87,8910,1,2021-07-03T02:20:48,102.58666666666666
27.25,8919,1,2021-07-03T03:05:48,103.33666666666666
26.94,8928,1,2021-07-03T03:50:48,104.08666666666666
26.87,8937,1,2021-07-03T04:35:48,104.83666666666666
27.25,8946,1,2021-07-03T05:20:48,105.58666666666666
27.37,8955,1,2021-07-03T06:05:48,106.33666666666666
27.06,8964,1,2021-07-03T06:50:48,107.08666666666666
26.56,8973,1,2021-07-03T07:35:48,107.83666666666666
26.87,8982,1,2021-07-03T08:20:48,108.58666666666666
27,8991,1,2021-07-03T09:05:48,109.33666666666666
27.25,9000,1,2021-07-03T09:50:48,110.08666666666666
27,9009,1,2021-07-03T10:35:48,110.83666666666666
27.12,9018,1,2021-07-03T11:20:48,111.58666666666666
26.69,9027,1,2021-07-03T12:05:48,112.33666666666666
26.75,9036,1,2021-07-03T12:50:48,113.08666666666666
27.19,9045,1,2021-07-03T13:35:48,113.83666666666666
27.19,9054,1,2021-07-03T14:20:48,114.58666666666666
27.06,9063,1,2021-07-03T15:05:48,115.33666666666666
26.75,9072,1,2021-07-03T15:50:48,116.08666666666666
26.87,9081,1,2021-07-03T16:35:48,116.83666666666666
27.19,9090,1,2021-07-03T17:20:48,117.58666666666666
27.25,9099,1,2021-07-03T18:05:48,118.33666666666666
27.12,9108,1,2021-07-03T18:50:48,119.08666666666666
26.81,9117,1,2021-07-03T19:35:48,119.83666666666666
26.87,9126,1,2021-07-03T20:20:48,120.58666666666666
27.31,9135,1,2021-07-03T21:05:48,121.33666666666666
27.06,9144,1,2021-07-03T21:50:48,122.08666666666666
26.81,9153,1,2021-07-03T22:35:48,122.83666666666666
26.87,9162,1,2021-07-03T23:20:48,123.58666666666666
27.19,9171,1,2021-07-04T00:05:48,124.33666666666666
27,9180,1,2021-07-04T00:50:48,125.08666666666666
26.75,9189,1,2021-07-04T01:35:48,125.83666666666666
26.94,9198,1,2021-07-04T02:20:48,126.58666666666666
27.19,9207,1,2021-07-04T03:05:48,127.33666666666666
27.06,9216,1,2021-07-04T03:50:48,128.08666666666667
26.75,9225,1,2021-07-04T04:35:48,128.83666666666667
26.94,9234,1,2021-07-04T05:20:48,129.58666666666667
27.19,9243,1,2021-07-04T06:05:48,130.33666666666667
27.12,9252,1,2021-07-04T06:50:48,131.08666666666667
26.94,9261,1,2021-07-04T07:35:48,131.83666666666667
26.75,9270,1,2021-07-04T08:20:48,132.58666666666667
26.87,9279,1,2021-07-04T09:05:48,133.33666666666667
27,9288,1,2021-07-04T09:50:48,134.08666666666667
27.06,9297,1,2021-07-04T10:35:48,134.83666666666667
27,9306,1,2021-07-04T11:20:48,135.58666666666667
27.19,9315,1,2021-07-04T12:05:48,136.33666666666667
27,9324,1,2021-07-04T12:50:48,137.08666666666667
26.69,9333,1,2021-07-04T13:35:48,137.83666666666667
27,9342,1,2021-07-04T14:20:48,138.58666666666667
26.94,9351,1,2021-07-04T15:05:48,139.33666666666667
27.19,9360,1,2021-07-04T15:50:48,140.08666666666667
27,9369,1,2021-07-04T16:35:48,140.83666666666667
27.19,9378,1,2021-07-04T17:20:48,141.58666666666667
27.25,9387,1,2021-07-04T18:05:48,142.33666666666667
26.62,9396,1,2021-07-04T18:50:48,143.08666666666667
26.75,9405,1,2021-07-04T19:35:48,143.83666666666667
26.94,9414,1,2021-07-04T20:20:48,144.58666666666667
27.25,9423,1,2021-07-04T21:05:48,145.33666666666667
27.37,9432,1,2021-07-04T21:50:48,146.08666666666667
27.06,9441,1,2021-07-04T22:35:48,146.83666666666667
26.75,9450,1,2021-07-04T23:20:48,147.58666666666667
27,9459,1,2021-07-05T00:05:48,148.33666666666667
27.19,9468,1,2021-07-05T00:50:48,149.08666666666667
27.06,9477,1,2021-07-05T01:35:48,149.83666666666667
27.12,9486,1,2021-07-05T02:20:48,150.58666666666667
26.75,9495,1,2021-07-05T03:05:48,151.33666666666667
26.81,9504,1,2021-07-05T03:50:48,152.08666666666667
26.94,9513,1,2021-07-05T04:35:48,152.83666666666667
27.19,9522,1,2021-07-05T05:20:48,153.58666666666667
27.06,9531,1,2021-07-05T06:05:48,154.33666666666667
26.81,9540,1,2021-07-05T06:50:48,155.08666666666667
26.81,9549,1,2021-07-05T07:35:48,155.83666666666667
27.12,9558,1,2021-07-05T08:20:48,156.58666666666667
27.06,9567,1,2021-07-05T09:05:48,157.33666666666667
27,9576,1,2021-07-05T09:50:48,158.08666666666667
26.75,9585,1,2021-07-05T10:35:48,158.83666666666667
27.12,9594,1,2021-07-05T11:20:48,159.58666666666667
26.81,9603,1,2021-07-05T12:05:48,160.33666666666667
27,9612,1,2021-07-05T12:50:48,161.08666666666667
27.06,9621,1,2021-07-05T13:35:48,161.83666666666667
27.12,9630,1,2021-07-05T14:20:48,162.58666666666667
26.81,9639,1,2021-07-05T15:05:48,163.33666666666667
27,9648,1,2021-07-05T15:50:48,164.08666666666667
27.12,9657,1,2021-07-05T16:35:48,164.83666666666667
26.94,9666,1,2021-07-05T17:20:48,165.58666666666667
27.19,9675,1,2021-07-05T18:05:48,166.33666666666667
27.06,9684,1,2021-07-05T18:50:48,167.08666666666667
26.81,9693,1,2021-07-05T19:35:48,167.83666666666667
26.94,9702,1,2021-07-05T20:20:48,168.58666666666667
27.25,9711,1,2021-07-05T21:05:48,169.33666666666667
27.12,9720,1,2021-07-05T21:50:48,170.08666666666667
27.06,9729,1,2021-07-05T22:35:48,170.83666666666667
26.94,9738,1,2021-07-05T23:20:48,171.58666666666667
27.12,9747,1,2021-07-06T00:05:48,172.33666666666667
27.06,9756,1,2021-07-06T00:50:48,173.08666666666667
26.69,9765,1,2021-07-06T01:35:48,173.83666666666667
27,9774,1,2021-07-06T02:20:48,174.58666666666667
26.87,9783,1,2021-07-06T03:05:48,175.33666666666667
26.94,9792,1,2021-07-06T03:50:48,176.08666666666667
27.19,9801,1,2021-07-06T04:35:48,176.83666666666667
27,9810,1,2021-07-06T05:20:48,177.58666666666667
26.87,9819,1,2021-07-06T06:05:48,178.33666666666667
27,9828,1,2021-07-06T06:50:48,179.08666666666667
26.87,9837,1,2021-07-06T07:35:48,179.83666666666667
26.87,9846,1,2021-07-06T08:20:48,180.58666666666667
27.12,9855,1,2021-07-06T09:05:48,181.33666666666667
26.87,9864,1,2021-07-06T09:50:48,182.08666666666667
27.06,9873,1,2021-07-06T10:35:48,182.83666666666667
27.19,9882,1,2021-07-06T11:20:48,183.58666666666667
27,9891,1,2021-07-06T12:05:48,184.33666666666667
26.94,9900,1,2021-07-06T12:50:48,185.08666666666667
26.94,9909,1,2021-07-06T13:35:48,185.83666666666667
27.12,9918,1,2021-07-06T14:20:48,186.58666666666667
27.06,9927,1,2021-07-06T15:05:48,187.33666666666667
26.81,9936,1,2021-07-06T15:50:48,188.08666666666667
26.94,9945,1,2021-07-06T16:35:48,188.83666666666667
26.5,9954,1,2021-07-06T17:20:48,189.58666666666667
23.94,9963,1,2021-07-06T18:05:48,190.33666666666667
27.25,7686,2,2021-06-28T20:10:48,0.41999999999999815
26.87,7695,2,2021-06-28T20:55:48,1.1699999999999982
26.87,7704,2,2021-06-28T21:40:48,1.9199999999999982
26.87,7713,2,2021-06-28T22:25:48,2.669999999999998
26.69,7722,2,2021-06-28T23:10:48,3.419999999999998
26.87,7731,2,2021-06-28T23:55:48,4.169999999999998
26.81,7740,2,2021-06-29T00:40:48,4.919999999999998
26.75,7749,2,2021-06-29T01:25:48,5.669999999999998
26.69,7758,2,2021-06-29T02:10:48,6.419999999999998
26.69,7767,2,2021-06-29T02:55:48,7.169999999999998
26.56,7776,2,2021-06-29T03:40:48,7.919999999999998
26.87,7785,2,2021-06-29T04:25:48,8.669999999999998
26.62,7794,2,2021-06-29T05:10:48,9.419999999999998
27.19,7803,2,2021-06-29T05:55:48,10.169999999999998
27,7812,2,2021-06-29T06:40:48,10.919999999999998
26.69,7821,2,2021-06-29T07:25:48,11.669999999999998
26.75,7830,2,2021-06-29T08:10:48,12.419999999999998
26.62,7839,2,2021-06-29T08:55:48,13.169999999999998
26.87,7848,2,2021-06-29T09:40:48,13.919999999999998
27.19,7857,2,2021-06-29T10:25:48,14.669999999999998
27.06,7866,2,2021-06-29T11:10:48,15.419999999999998
27.25,7875,2,2021-06-29T11:55:48,16.169999999999998
27,7884,2,2021-06-29T12:40:48,16.919999999999998
27.12,7893,2,2021-06-29T13:25:48,17.669999999999998
26.75,7902,2,2021-06-29T14:10:48,18.419999999999998
26.62,7911,2,2021-06-29T14:55:48,19.169999999999998
26.81,7920,2,2021-06-29T15:40:48,19.919999999999998
26.81,7929,2,2021-06-29T16:25:48,20.669999999999998
26.81,7938,2,2021-06-29T17:10:48,21.419999999999998
26.62,7947,2,2021-06-29T17:55:48,22.169999999999998
26.81,7956,2,2021-06-29T18:40:48,22.919999999999998
26.81,7965,2,2021-06-29T19:25:48,23.669999999999998
26.94,7974,2,2021-06-29T20:10:48,24.419999999999998
27.19,7983,2,2021-06-29T20:55:48,25.169999999999998
27.06,7992,2,2021-06-29T21:40:48,25.919999999999998
27,8001,2,2021-06-29T22:25:48,26.669999999999998
27.12,8010,2,2021-06-29T23:10:48,27.419999999999998
27.19,8019,2,2021-06-29T23:55:48,28.169999999999998
26.94,8028,2,2021-06-30T00:40:48,28.919999999999998
27.12,8037,2,2021-06-30T01:25:48,29.669999999999998
27.06,8046,2,2021-06-30T02:10:48,30.419999999999998
27.25,8055,2,2021-06-30T02:55:48,31.169999999999998
27.12,8064,2,2021-06-30T03:40:48,31.919999999999998
27.25,8073,2,2021-06-30T04:25:48,32.67
27.06,8082,2,2021-06-30T05:10:48,33.42
27.25,8091,2,2021-06-30T05:55:48,34.17
27,8100,2,2021-06-30T06:40:48,34.92
27,8109,2,2021-06-30T07:25:48,35.67
27.25,8118,2,2021-06-30T08:10:48,36.42
27,8127,2,2021-06-30T08:55:48,37.17
27.12,8136,2,2021-06-30T09:40:48,37.92
27.12,8145,2,2021-06-30T10:25:48,38.67
27.12,8154,2,2021-06-30T11:10:48,39.42
27.12,8163,2,2021-06-30T11:55:48,40.17
27.12,8172,2,2021-06-30T12:40:48,40.92
27.12,8181,2,2021-06-30T13:25:48,41.67
27.06,8190,2,2021-06-30T14:10:48,42.42
27.19,8199,2,2021-06-30T14:55:48,43.17
27.19,8208,2,2021-06-30T15:50:48,44.08666666666666
27.19,8217,2,2021-06-30T16:35:48,44.83666666666666
27.19,8226,2,2021-06-30T17:20:48,45.58666666666666
26.62,8235,2,2021-06-30T18:05:48,46.33666666666666
26.87,8244,2,2021-06-30T18:50:48,47.08666666666666
27.12,8253,2,2021-06-30T19:35:48,47.83666666666666
27.25,8262,2,2021-06-30T20:20:48,48.58666666666666
27.19,8271,2,2021-06-30T21:05:48,49.33666666666666
27.19,8280,2,2021-06-30T21:50:48,50.08666666666666
27.25,8289,2,2021-06-30T22:35:48,50.83666666666666
26.5,8298,2,2021-06-30T23:20:48,51.58666666666666
26.81,8307,2,2021-07-01T00:05:48,52.33666666666666
26.62,8316,2,2021-07-01T00:50:48,53.08666666666666
26.69,8325,2,2021-07-01T01:35:48,53.83666666666666
26.75,8334,2,2021-07-01T02:20:48,54.58666666666666
27.12,8343,2,2021-07-01T03:05:48,55.33666666666666
27.06,8352,2,2021-07-01T03:50:48,56.08666666666666
27.12,8361,2,2021-07-01T04:35:48,56.83666666666666
27.19,8370,2,2021-07-01T05:20:48,57.58666666666666
27.06,8379,2,2021-07-01T06:05:48,58.33666666666666
27,8388,2,2021-07-01T06:50:48,59.08666666666666
27.06,8397,2,2021-07-01T07:35:48,59.83666666666666
27.25,8406,2,2021-07-01T08:20:48,60.58666666666666
27.19,8415,2,2021-07-01T09:05:48,61.33666666666666
27.06,8424,2,2021-07-01T09:50:48,62.08666666666666
27.19,8433,2,2021-07-01T10:35:48,62.83666666666666
27.25,8442,2,2021-07-01T11:20:48,63.58666666666666
27.19,8451,2,2021-07-01T12:05:48,64.33666666666666
27.06,8460,2,2021-07-01T12:50:48,65.08666666666666
27.12,8469,2,2021-07-01T13:35:48,65.83666666666666
27.19,8478,2,2021-07-01T14:20:48,66.58666666666666
27.19,8487,2,2021-07-01T15:05:48,67.33666666666666
27.19,8496,2,2021-07-01T15:50:48,68.08666666666666
27.12,8505,2,2021-07-01T16:35:48,68.83666666666666
27.06,8514,2,2021-07-01T17:20:48,69.58666666666666
27.19,8523,2,2021-07-01T18:05:48,70.33666666666666
27.25,8532,2,2021-07-01T18:50:48,71.08666666666666
27.37,8541,2,2021-07-01T19:35:48,71.83666666666666
27.25,8550,2,2021-07-01T20:20:48,72.58666666666666
27.25,8559,2,2021-07-01T21:05:48,73.33666666666666
27.12,8568,2,2021-07-01T21:50:48,74.08666666666666
27.25,8577,2,2021-07-01T22:35:48,74.83666666666666
27.19,8586,2,2021-07-01T23:20:48,75.58666666666666
27.12,8595,2,2021-07-02T00:05:48,76.33666666666666
27.06,8604,2,2021-07-02T00:50:48,77.08666666666666
27.19,8613,2,2021-07-02T01:35:48,77.83666666666666
27.12,8622,2,2021-07-02T02:20:48,78.58666666666666
27.19,8631,2,2021-07-02T03:05:48,79.33666666666666
27.19,8640,2,2021-07-02T03:50:48,80.08666666666666
27.25,8649,2,2021-07-02T04:35:48,80.83666666666666
27.06,8658,2,2021-07-02T05:20:48,81.58666666666666
27,8667,2,2021-07-02T06:05:48,82.33666666666666
26.81,8676,2,2021-07-02T06:50:48,83.08666666666666
26.62,8685,2,2021-07-02T07:35:48,83.83666666666666
27.06,8694,2,2021-07-02T08:20:48,84.58666666666666
27,8703,2,2021-07-02T09:05:48,85.33666666666666
26.69,8712,2,2021-07-02T09:50:48,86.08666666666666
26.75,8721,2,2021-07-02T10:35:48,86.83666666666666
26.75,8730,2,2021-07-02T11:20:48,87.58666666666666
26.69,8739,2,2021-07-02T12:05:48,88.33666666666666
26.69,8748,2,2021-07-02T12:50:48,89.08666666666666
26.81,8757,2,2021-07-02T13:35:48,89.83666666666666
26.81,8766,2,2021-07-02T14:20:48,90.58666666666666
26.69,8775,2,2021-07-02T15:05:48,91.33666666666666
26.75,8784,2,2021-07-02T15:50:48,92.08666666666666
26.75,8793,2,2021-07-02T16:35:48,92.83666666666666
26.87,8802,2,2021-07-02T17:20:48,93.58666666666666
26.69,8811,2,2021-07-02T18:05:48,94.33666666666666
26.75,8820,2,2021-07-02T18:50:48,95.08666666666666
26.75,8829,2,2021-07-02T19:35:48,95.83666666666666
26.75,8838,2,2021-07-02T20:20:48,96.58666666666666
26.87,8847,2,2021-07-02T21:05:48,97.33666666666666
26.81,8856,2,2021-07-02T21:50:48,98.08666666666666
27.06,8865,2,2021-07-02T22:35:48,98.83666666666666
27.12,8874,2,2021-07-02T23:20:48,99.58666666666666
27.19,8883,2,2021-07-03T00:05:48,100.33666666666666
27.31,8892,2,2021-07-03T00:50:48,101.08666666666666
27.12,8901,2,2021-07-03T01:35:48,101.83666666666666
27.31,8910,2,2021-07-03T02:20:48,102.58666666666666
27.25,8919,2,2021-07-03T03:05:48,103.33666666666666
27.19,8928,2,2021-07-03T03:50:48,104.08666666666666
27.25,8937,2,2021-07-03T04:35:48,104.83666666666666
27.25,8946,2,2021-07-03T05:20:48,105.58666666666666
27.12,8955,2,2021-07-03T06:05:48,106.33666666666666
27.25,8964,2,2021-07-03T06:50:48,107.08666666666666
27.12,8973,2,2021-07-03T07:35:48,107.83666666666666
27.19,8982,2,2021-07-03T08:20:48,108.58666666666666
27.06,8991,2,2021-07-03T09:05:48,109.33666666666666
27.06,9000,2,2021-07-03T09:50:48,110.08666666666666
27,9009,2,2021-07-03T10:35:48,110.83666666666666
27.12,9018,2,2021-07-03T11:20:48,111.58666666666666
27.06,9027,2,2021-07-03T12:05:48,112.33666666666666
26.81,9036,2,2021-07-03T12:50:48,113.08666666666666
26.62,9045,2,2021-07-03T13:35:48,113.83666666666666
26.87,9054,2,2021-07-03T14:20:48,114.58666666666666
26.69,9063,2,2021-07-03T15:05:48,115.33666666666666
26.69,9072,2,2021-07-03T15:50:48,116.08666666666666
26.75,9081,2,2021-07-03T16:35:48,116.83666666666666
26.75,9090,2,2021-07-03T17:20:48,117.58666666666666
26.81,9099,2,2021-07-03T18:05:48,118.33666666666666
26.69,9108,2,2021-07-03T18:50:48,119.08666666666666
27.12,9117,2,2021-07-03T19:35:48,119.83666666666666
27.25,9126,2,2021-07-03T20:20:48,120.58666666666666
27.19,9135,2,2021-07-03T21:05:48,121.33666666666666
27.06,9144,2,2021-07-03T21:50:48,122.08666666666666
27.31,9153,2,2021-07-03T22:35:48,122.83666666666666
26.81,9162,2,2021-07-03T23:20:48,123.58666666666666
26.62,9171,2,2021-07-04T00:05:48,124.33666666666666
26.62,9180,2,2021-07-04T00:50:48,125.08666666666666
26.75,9189,2,2021-07-04T01:35:48,125.83666666666666
26.62,9198,2,2021-07-04T02:20:48,126.58666666666666
26.69,9207,2,2021-07-04T03:05:48,127.33666666666666
26.75,9216,2,2021-07-04T03:50:48,128.08666666666667
26.75,9225,2,2021-07-04T04:35:48,128.83666666666667
26.56,9234,2,2021-07-04T05:20:48,129.58666666666667
26.69,9243,2,2021-07-04T06:05:48,130.33666666666667
26.75,9252,2,2021-07-04T06:50:48,131.08666666666667
26.62,9261,2,2021-07-04T07:35:48,131.83666666666667
26.81,9270,2,2021-07-04T08:20:48,132.58666666666667
26.75,9279,2,2021-07-04T09:05:48,133.33666666666667
26.75,9288,2,2021-07-04T09:50:48,134.08666666666667
26.75,9297,2,2021-07-04T10:35:48,134.83666666666667
26.75,9306,2,2021-07-04T11:20:48,135.58666666666667
26.87,9315,2,2021-07-04T12:05:48,136.33666666666667
26.81,9324,2,2021-07-04T12:50:48,137.08666666666667
26.81,9333,2,2021-07-04T13:35:48,137.83666666666667
26.75,9342,2,2021-07-04T14:20:48,138.58666666666667
26.75,9351,2,2021-07-04T15:05:48,139.33666666666667
26.69,9360,2,2021-07-04T15:50:48,140.08666666666667
26.69,9369,2,2021-07-04T16:35:48,140.83666666666667
26.69,9378,2,2021-07-04T17:20:48,141.58666666666667
26.81,9387,2,2021-07-04T18:05:48,142.33666666666667
26.69,9396,2,2021-07-04T18:50:48,143.08666666666667
26.69,9405,2,2021-07-04T19:35:48,143.83666666666667
26.69,9414,2,2021-07-04T20:20:48,144.58666666666667
26.94,9423,2,2021-07-04T21:05:48,145.33666666666667
26.81,9432,2,2021-07-04T21:50:48,146.08666666666667
26.75,9441,2,2021-07-04T22:35:48,146.83666666666667
26.75,9450,2,2021-07-04T23:20:48,147.58666666666667
26.75,9459,2,2021-07-05T00:05:48,148.33666666666667
26.69,9468,2,2021-07-05T00:50:48,149.08666666666667
27.19,9477,2,2021-07-05T01:35:48,149.83666666666667
27,9486,2,2021-07-05T02:20:48,150.58666666666667
27.06,9495,2,2021-07-05T03:05:48,151.33666666666667
27.19,9504,2,2021-07-05T03:50:48,152.08666666666667
27.06,9513,2,2021-07-05T04:35:48,152.83666666666667
27.06,9522,2,2021-07-05T05:20:48,153.58666666666667
27.12,9531,2,2021-07-05T06:05:48,154.33666666666667
27.06,9540,2,2021-07-05T06:50:48,155.08666666666667
27.06,9549,2,2021-07-05T07:35:48,155.83666666666667
27.06,9558,2,2021-07-05T08:20:48,156.58666666666667
27.12,9567,2,2021-07-05T09:05:48,157.33666666666667
27.06,9576,2,2021-07-05T09:50:48,158.08666666666667
27.12,9585,2,2021-07-05T10:35:48,158.83666666666667
27.12,9594,2,2021-07-05T11:20:48,159.58666666666667
27.12,9603,2,2021-07-05T12:05:48,160.33666666666667
27.25,9612,2,2021-07-05T12:50:48,161.08666666666667
27.19,9621,2,2021-07-05T13:35:48,161.83666666666667
27.25,9630,2,2021-07-05T14:20:48,162.58666666666667
27.19,9639,2,2021-07-05T15:05:48,163.33666666666667
